Date,SAN_Close,SAN_High,SAN_Low,SAN_Volume,SAN_MA_5,SAN_MA_10,SAN_MA_30,SAN_MA_60,IBEX_Close,IBEX_Return_1d,IBEX_MA_5,deposit_rate,marginal_rate,refinancing_rate,event
2000-03-24,9.979226112365724,10.065775871276855,9.780160903930664,5547595,10.046735382080078,9.980957412719725,9.62119754155477,9.369480975468953,12213.787109375,0.0116372615615925,12225.9873046875,2.5,4.5,3.5,1
2000-03-27,9.884020805358888,9.979226112365724,9.780160903930664,6323555,9.972302055358886,10.001729393005371,9.650336074829102,9.370057964324952,12161.9873046875,-0.0042410928095955,12185.9072265625,2.5,4.5,3.5,1
2000-03-28,10.057121276855469,10.117706298828123,9.82343578338623,7847503,9.958454132080078,10.030290889739991,9.680340131123861,9.377414719263713,12211.0869140625,0.0040371370356615,12166.4671875,2.5,4.5,3.5,1
2000-03-29,9.961915969848633,10.07443141937256,9.8753662109375,5076510,9.946337127685547,10.041542339324952,9.691880130767823,9.387079461415608,12088.5869140625,-0.0100318670125038,12149.7470703125,2.5,4.5,3.5,1
2000-03-30,9.832091331481934,9.935951232910156,9.754196166992188,8482743,9.942875099182128,10.023366832733155,9.699381128946941,9.394580459594726,11833.388671875,-0.0211106760452399,12101.7673828125,2.5,4.5,3.5,1
2000-03-31,9.719575881958008,9.82343578338623,9.719575881958008,25821725,9.890945053100586,9.968840217590332,9.711209615071615,9.39328220685323,11934.98828125,0.008585842330733,12046.0076171875,2.5,4.5,3.5,1
2000-04-03,9.736886024475098,9.84074592590332,9.633026123046877,7839585,9.861518096923827,9.916910076141358,9.718133608500162,9.393714952468873,11686.388671875,-0.0208294808102621,11950.887890625,2.5,4.5,3.5,1
2000-04-04,9.84074592590332,10.03981113433838,9.762850761413574,21091401,9.818243026733398,9.888348579406738,9.732847118377686,9.401360193888346,11584.1884765625,-0.0087452332950777,11825.508203125,2.5,4.5,3.5,1
2000-04-05,9.67630100250244,9.953261375427246,9.57244110107422,12807044,9.76112003326416,9.853728580474854,9.73515510559082,9.407707198460896,11374.587890625,-0.0180936788417739,11682.7083984375,2.5,4.5,3.5,1
2000-04-06,9.399340629577637,9.693611145019531,9.39068603515625,21512475,9.674569892883301,9.808722496032715,9.736886088053385,9.410736465454102,11607.888671875,0.0205107018815413,11637.6083984375,2.5,4.5,3.5,1
2000-04-07,9.589751243591309,9.615715980529783,9.451271057128906,11061083,9.64860496520996,9.769775009155273,9.742944590250652,9.412900225321453,11790.587890625,0.0157392290634785,11608.7283203125,2.5,4.5,3.5,1
2000-04-10,9.762850761413574,9.771506309509276,9.50320053100586,8624985,9.653797912597657,9.757658004760742,9.756504090627034,9.422132237752278,11768.6884765625,-0.00185736404882,11625.18828125,2.5,4.5,3.5,1
2000-04-11,9.615715980529783,9.771506309509276,9.607061386108398,8956274,9.608791923522949,9.713517475128175,9.7625625928243,9.436701504389445,11515.2880859375,-0.0215317442661219,11611.408203125,2.5,4.5,3.5,1
2000-04-12,9.702265739440918,9.832091331481934,9.589751243591309,7841431,9.613984870910645,9.687552452087402,9.77208309173584,9.452713267008464,11542.087890625,0.0023273238574228,11644.908203125,2.5,4.5,3.5,1
2000-04-13,9.935951232910156,9.979226112365724,9.667646408081056,11700748,9.721306991577148,9.697938442230225,9.784488614400228,9.469590536753337,11647.1884765625,0.0091058556245156,11652.7681640625,2.5,4.5,3.5,1
2000-04-14,9.780160903930664,10.03981113433838,9.667646408081056,11107265,9.75938892364502,9.703996944427491,9.79487460454305,9.488487307230631,11363.888671875,-0.0243234498400691,11567.4283203125,2.5,4.5,3.5,1
2000-04-17,9.633026123046877,9.67630100250244,9.286826133728027,27652226,9.73342399597168,9.693610954284669,9.801510111490886,9.503345076243082,11217.2880859375,-0.0129005651296398,11457.1482421875,2.5,4.5,3.5,1
2000-04-18,9.555130958557127,9.745540618896484,9.40799617767334,9282542,9.721306991577148,9.66504945755005,9.806703122456868,9.516904592514038,11261.48828125,0.0039403637469124,11406.38828125,2.5,4.5,3.5,1
2000-04-19,9.44261646270752,9.624370574951172,9.44261646270752,15705839,9.66937713623047,9.641681003570557,9.805549144744873,9.52483836809794,11339.7880859375,0.0069528824904845,11365.9283203125,2.5,4.5,3.5,1
2000-04-20,9.719575881958008,9.771506309509276,9.433960914611816,22860411,9.626102066040039,9.673704528808594,9.811319128672283,9.536955388387044,11501.98828125,0.0143036354897712,11336.88828125,2.5,4.5,3.5,1
2000-04-25,9.84074592590332,9.866710662841797,9.563785552978516,11835006,9.619178199768067,9.670242595672608,9.80468365351359,9.581672938664754,11425.48828125,-0.006651023990757,11349.208203125,2.5,4.5,3.5,1
2000-04-26,9.909985542297363,9.996536254882812,9.788816452026367,8248167,9.712652015686036,9.691014575958253,9.806703122456868,9.599848445256551,11481.48828125,0.0049013222561262,11402.0482421875,2.5,4.5,3.5,1
2000-04-27,9.667646408081056,9.909985542297363,9.581095695495604,9681403,9.702266120910645,9.664184093475342,9.795163122812907,9.611965465545655,11272.98828125,-0.0181596666645119,11404.3482421875,2.5,4.5,3.5,1
2000-04-28,9.927295684814451,9.953261375427246,9.67630100250244,24653673,9.778429985046387,9.67889757156372,9.783911577860515,9.627111721038819,11467.888671875,0.0172891504685737,11429.968359375,2.75,4.75,3.75,1
2000-05-02,10.117706298828123,10.117706298828123,9.849401473999023,8099687,9.833822059631347,9.726500129699707,9.759966055552164,9.64240223566691,11867.1884765625,0.0348189467226676,11503.0083984375,2.75,4.75,3.75,1
2000-05-03,9.693611145019531,10.083086013793944,9.67630100250244,9926485,9.790547180175782,9.751599597930909,9.749003060658772,9.649326260884603,11667.888671875,-0.0167941888747376,11551.4884765625,2.75,4.75,3.75,1
2000-05-04,9.84074592590332,9.935951232910156,9.667646408081056,10449404,9.825167083740233,9.76371660232544,9.748714542388916,9.661876026789347,11597.48828125,-0.0060336872080977,11574.6884765625,2.75,4.75,3.75,1
2000-05-05,9.650336265563965,9.944605827331545,9.650336265563965,7258987,9.769775199890137,9.774102592468262,9.737751547495524,9.679474544525146,11560.888671875,-0.0031558220614175,11632.2685546875,2.75,4.75,3.75,1
2000-05-08,9.71092128753662,9.745540618896484,9.607061386108398,7733630,9.802664184570313,9.790547084808349,9.731981563568116,9.691158819198609,11303.98828125,-0.022221508909603,11599.4884765625,2.75,4.75,3.75,1
2000-05-09,9.546476364135742,9.546476364135742,9.546476364135742,0,9.688418197631837,9.761120128631593,9.714960066477458,9.69765009880066,11071.689453125,-0.0205501653350362,11440.388671875,2.75,4.75,3.75,1
2000-05-10,9.122380256652832,9.477235794067385,9.070449829101562,15409929,9.574172019958496,9.682359600067139,9.686975542704264,9.689427836736042,10832.2890625,-0.0216227515808283,11273.26875,2.75,4.75,3.75,1
2000-05-11,9.33875560760498,9.33875560760498,8.914660453796387,11701615,9.473773956298828,9.64947052001953,9.670531018575032,9.684956073760986,11036.2890625,0.0188325845832735,11161.02890625,2.75,4.75,3.75,1
2000-05-12,9.278169631958008,9.42530632019043,9.122380256652832,6698074,9.399340629577637,9.584557914733887,9.655817476908366,9.68351354598999,11102.587890625,0.0060073479182667,11069.36875,2.75,4.75,3.75,1
2000-05-15,9.191619873046877,9.330101013183594,9.087759971618652,11258936,9.295480346679687,9.549072265625,9.637641938527425,9.677887773513794,11009.2890625,-0.008403340648515,11010.42890625,2.75,4.75,3.75,1
2000-05-16,9.295480728149414,9.416650772094728,9.252204895019531,9471107,9.245281219482422,9.46684970855713,9.619466431935628,9.676156775156658,11220.6884765625,0.0192019132990677,11040.2287109375,2.75,4.75,3.75,1
2000-05-17,8.957935333251953,9.321446418762209,8.914660453796387,15645770,9.212392234802246,9.39328212738037,9.595520909627279,9.66533800760905,10905.2890625,-0.0281087399156744,11054.8287109375,2.75,4.75,3.75,1
2000-05-18,9.053139686584473,9.148344993591309,8.957935333251953,14660202,9.155269050598145,9.314521503448486,9.583980878194174,9.660433483123779,10889.5888671875,-0.0014396863047388,11025.488671875,2.75,4.75,3.75,1
2000-05-19,8.880040168762207,9.061795234680176,8.698285102844238,12520528,9.075643157958984,9.237491893768311,9.560323842366536,9.651634216308594,10544.8896484375,-0.0316540158635967,10913.9490234375,2.75,4.75,3.75,1
2000-05-22,8.741559982299805,9.01852035522461,8.706939697265625,8095259,8.98563117980957,9.14055576324463,9.526280816396078,9.641392453511555,10326.2890625,-0.0207304763943064,10777.3490234375,2.75,4.75,3.75,1
2000-05-23,8.784834861755371,8.888694763183594,8.655010223388672,8648401,8.883502006530762,9.064391613006592,9.498584779103597,9.630573685963949,10380.0888671875,0.0052099843769504,10609.2291015625,2.75,4.75,3.75,1
2000-05-24,8.776180267333984,8.85407543182373,8.689629554748535,8304255,8.847150993347167,9.029771614074708,9.4677152633667,9.61989917755127,10342.3896484375,-0.0036318782268975,10496.64921875,2.75,4.75,3.75,1
2000-05-25,9.079105377197266,9.079105377197266,8.750214576721191,8360912,8.852344131469726,9.003806591033936,9.439153734842936,9.611821174621582,10560.5888671875,0.0210975631519514,10430.84921875,2.75,4.75,3.75,1
2000-05-26,8.906004905700684,9.00121021270752,8.828109741210938,5807143,8.857537078857423,8.966590118408202,9.410015201568603,9.602444903055828,10437.0888671875,-0.011694423630459,10409.2890625,2.75,4.75,3.75,1
2000-05-30,9.01852035522461,9.079105377197266,8.802145004272461,8586728,9.065257453918457,8.974379730224609,9.389243189493815,9.597973155975343,10648.4892578125,0.0084857037395271,10509.4892578125,2.75,4.75,3.75,1
2000-05-31,9.09641456604004,9.139690399169922,8.923315048217773,8209328,9.129304313659668,8.988227653503419,9.377703126271566,9.59162613550822,10688.4892578125,0.0037564014041384,10578.7091796875,2.75,4.75,3.75,1
2000-06-01,9.433960914611816,9.433960914611816,9.027174949645996,10039805,9.200275421142578,9.026309776306153,9.368182627360026,9.589750878016154,10875.4892578125,0.0174954566065841,10641.6892578125,2.75,4.75,3.75,1
2000-06-02,9.416650772094728,9.52051067352295,9.26951503753662,14161057,9.302404594421388,9.079970836639404,9.363855107625325,9.58527913093567,11141.48828125,0.0244585799435568,10782.569140625,2.75,4.75,3.75,1
2000-06-05,9.399340629577637,9.52051067352295,9.37337589263916,6982742,9.272977447509767,9.145748901367188,9.358950583140055,9.580663124720255,11004.189453125,-0.012323203566624,10871.6291015625,2.75,4.75,3.75,1
2000-06-06,9.148344993591309,9.44261646270752,9.061795234680176,10923693,9.298942375183106,9.182099914550781,9.335870552062989,9.570277102788289,10782.4892578125,-0.0201468900782638,10898.4291015625,2.75,4.75,3.75,1
2000-06-07,9.304136276245115,9.312790870666504,8.940625190734863,9849801,9.34048671722412,9.234895515441895,9.315675576527914,9.561189349492391,10688.8896484375,-0.0086807050892429,10898.5091796875,2.75,4.75,3.75,1
2000-06-08,9.39068603515625,9.433960914611816,9.26951503753662,8613897,9.331831741333009,9.266053581237793,9.306443564097087,9.550803343454996,10799.5888671875,0.0103564750307045,10883.3291015625,2.75,4.75,3.75,1
2000-06-09,9.191619873046877,9.433960914611816,9.191619873046877,9285829,9.286825561523438,9.294615077972413,9.281921037038167,9.53291630744934,10873.189453125,0.0068151285055972,10829.6693359375,3.25,5.25,4.25,1
2000-06-12,9.087759971618652,9.286826133728027,8.957935333251953,7653153,9.22450942993164,9.248743438720703,9.266630490620932,9.513442516326904,10791.2890625,-0.0075323244369168,10787.0892578125,3.25,5.25,4.25,1
