Date,BBVA_Close,BBVA_High,BBVA_Low,BBVA_Volume,BBVA_MA_5,BBVA_MA_10,BBVA_MA_30,BBVA_MA_60,IBEX_Close,IBEX_Return_1d,IBEX_MA_5,deposit_rate,marginal_rate,refinancing_rate,event
2000-04-12,14.987606048583984,15.371904373168944,14.88192367553711,12323261,15.166304397583009,14.998173999786378,14.751583162943522,14.14951696395874,11542.087890625,0.0023273238574228,11644.908203125,2.5,4.5,3.5,1
2000-04-13,15.160539627075195,15.160539627075195,14.795456886291504,8297541,15.172068786621093,15.074072742462159,14.770477771759033,14.20155725479126,11647.1884765625,0.0091058556245156,11652.7681640625,2.5,4.5,3.5,1
2000-04-14,14.833887100219728,15.227791786193848,14.699382781982422,9983813,15.087523460388184,15.081758785247803,14.776562468210857,14.252316570281982,11363.888671875,-0.0243234498400691,11567.4283203125,2.5,4.5,3.5,1
2000-04-17,14.411160469055176,14.593701362609863,14.103720664978027,15947213,14.91458969116211,15.04332914352417,14.767275301615397,14.295069694519043,11217.2880859375,-0.0129005651296398,11457.1482421875,2.5,4.5,3.5,1
2000-04-18,14.420766830444336,14.6609525680542,14.324692726135254,7676434,14.762792015075684,14.969351863861084,14.758628590901692,14.333659569422403,11261.48828125,0.0039403637469124,11406.38828125,2.5,4.5,3.5,1
2000-04-19,14.50723361968994,14.63213062286377,14.228617668151855,10201237,14.666717529296875,14.916510963439942,14.74902114868164,14.36744572321574,11339.7880859375,0.0069528824904845,11365.9283203125,2.5,4.5,3.5,1
2000-04-20,14.699382781982422,14.785849571228027,14.411160469055176,6203518,14.57448616027832,14.873277473449708,14.748060417175292,14.396268033981324,11501.98828125,0.0143036354897712,11336.88828125,2.5,4.5,3.5,1
2000-04-25,14.36312198638916,14.50723361968994,14.33430004119873,9512168,14.593700790405274,14.678246402740479,14.771118259429931,14.483055241902669,11425.48828125,-0.006651023990757,11349.208203125,2.5,4.5,3.5,1
2000-04-26,14.33430004119873,14.50723361968994,14.267047882080078,7606384,14.559114074707031,14.612915802001954,14.78360792795817,14.507554213205973,11481.48828125,0.0049013222561262,11402.0482421875,2.5,4.5,3.5,1
2000-04-27,14.238225936889648,14.391944885253906,14.14215087890625,12146086,14.466882705688477,14.520684432983398,14.769196796417237,14.528690576553345,11272.98828125,-0.0181596666645119,11404.3482421875,2.5,4.5,3.5,1
2000-04-28,14.411160469055176,14.411160469055176,14.3054780960083,9495124,14.409238243103028,14.478411769866943,14.757667922973633,14.555911668141682,11467.888671875,0.0172891504685737,11429.968359375,2.75,4.75,3.75,1
2000-05-02,14.526449203491213,14.526449203491213,14.170973777770996,5774332,14.384259223937988,14.48898000717163,14.740694808959962,14.612275330225627,11867.1884765625,0.0348189467226676,11503.0083984375,2.75,4.75,3.75,1
2000-05-03,14.372730255126951,14.50723361968994,14.315085411071776,5706284,14.391945266723633,14.475529670715332,14.724041906992595,14.640136925379435,11667.888671875,-0.0167941888747376,11551.4884765625,2.75,4.75,3.75,1
2000-05-04,14.08450698852539,14.36312198638916,13.998040199279783,10509407,14.36120147705078,14.414042091369629,14.701304308573405,14.666397269566854,11597.48828125,-0.0060336872080977,11574.6884765625,2.75,4.75,3.75,1
2000-05-05,13.988431930541992,14.16136646270752,13.882749557495115,7124675,14.276655769348144,14.342947006225586,14.676324971516927,14.675043964385987,11560.888671875,-0.0031558220614175,11632.2685546875,2.75,4.75,3.75,1
2000-05-08,13.72903060913086,14.046076774597168,13.69060230255127,7791861,14.140229797363281,14.245911788940429,14.641097672780354,14.653267097473144,11303.98828125,-0.022221508909603,11599.4884765625,2.75,4.75,3.75,1
2000-05-09,13.72903060913086,13.72903060913086,13.72903060913086,0,13.980746078491212,14.1825026512146,14.60522985458374,14.637895170847575,11071.689453125,-0.0205501653350362,11440.388671875,2.75,4.75,3.75,1
2000-05-10,13.661779403686523,13.901965141296388,13.6233491897583,9253142,13.838555908203125,14.115250587463379,14.575446796417236,14.620441659291584,10832.2890625,-0.0216227515808283,11273.26875,2.75,4.75,3.75,1
2000-05-11,13.805891036987305,13.92117977142334,13.556097030639648,6564364,13.782832717895507,14.072017097473145,14.555591424306234,14.605390008290609,11036.2890625,0.0188325845832735,11161.02890625,2.75,4.75,3.75,1
2000-05-12,13.72903060913086,13.92117977142334,13.604134559631348,5131932,13.73095245361328,14.003804111480713,14.521324888865154,14.588737106323242,11102.587890625,0.0060073479182667,11069.36875,2.75,4.75,3.75,1
2000-05-15,13.661779403686523,13.863534927368164,13.604134559631348,4599949,13.717502212524414,13.928866004943847,14.483535639444987,14.572404464085897,11009.2890625,-0.008403340648515,11010.42890625,2.75,4.75,3.75,1
2000-05-16,13.757854461669922,13.834712982177734,13.642563819885254,7211563,13.723266983032227,13.852006530761718,14.436779467264811,14.561035664876302,11220.6884765625,0.0192019132990677,11040.2287109375,2.75,4.75,3.75,1
2000-05-17,13.882749557495115,14.08450698852539,13.661779403686523,16425166,13.767461013793945,13.803008460998536,14.398349698384603,14.545183372497558,10905.2890625,-0.0281087399156744,11054.8287109375,2.75,4.75,3.75,1
2000-05-18,13.930788040161133,14.122936248779297,13.786676406860352,10110041,13.792440414428711,13.78763656616211,14.358318710327149,14.5264488697052,10889.5888671875,-0.0014396863047388,11025.488671875,2.75,4.75,3.75,1
2000-05-19,13.661779403686523,13.873143196105955,13.6233491897583,8766080,13.778990173339844,13.754971313476563,14.305157566070557,14.50275052388509,10544.8896484375,-0.0316540158635967,10913.9490234375,2.75,4.75,3.75,1
2000-05-22,13.296695709228516,13.69060230255127,13.296695709228516,7744073,13.705973434448243,13.711737823486327,14.239186445871988,14.478571780522664,10326.2890625,-0.0207304763943064,10777.3490234375,2.75,4.75,3.75,1
2000-05-23,13.6233491897583,13.69060230255127,13.296695709228516,21755098,13.679072380065918,13.701169681549072,14.18730624516805,14.463840373357137,10380.0888671875,0.0052099843769504,10609.2291015625,2.75,4.75,3.75,1
2000-05-24,13.604134559631348,13.613741874694824,13.306303977966309,24928409,13.623349380493163,13.695405197143554,14.141190528869629,14.446386845906575,10342.3896484375,-0.0036318782268975,10496.64921875,2.75,4.75,3.75,1
2000-05-25,14.180581092834473,14.180581092834473,13.594527244567873,26905304,13.673307991027832,13.732874202728272,14.108525244394938,14.439501508076985,10560.5888671875,0.0210975631519514,10430.84921875,2.75,4.75,3.75,1
2000-05-26,14.478411674499512,14.612915992736816,13.901965141296388,16111263,13.83663444519043,13.807812309265136,14.096676063537597,14.436619265874226,10437.0888671875,-0.011694423630459,10409.2890625,2.75,4.75,3.75,1
2000-05-30,14.276655197143556,14.411160469055176,14.132543563842772,11112939,14.149837112426757,13.914454746246339,14.085147094726562,14.421887842814128,10648.4892578125,0.0084857037395271,10509.4892578125,2.75,4.75,3.75,1
2000-05-31,14.411160469055176,14.603307723999023,14.295869827270508,12910296,14.311242294311523,13.967295837402343,14.08194465637207,14.415482902526856,10688.4892578125,0.0037564014041384,10578.7091796875,2.75,4.75,3.75,1
2000-06-01,14.718598365783691,14.805065155029297,14.315085411071776,12272155,14.418845748901367,14.0460768699646,14.082585175832113,14.415322796503704,10875.4892578125,0.0174954566065841,10641.6892578125,2.75,4.75,3.75,1
2000-06-02,15.198969841003418,15.256613731384276,14.55527114868164,28725352,14.562957382202148,14.199795913696288,14.099238077799479,14.427972586949666,11141.48828125,0.0244585799435568,10782.569140625,2.75,4.75,3.75,1
2000-06-05,15.006820678710938,15.131717681884766,14.85310173034668,7919177,14.722440910339355,14.370808410644532,14.10948600769043,14.437580029169718,11004.189453125,-0.012323203566624,10871.6291015625,2.75,4.75,3.75,1
2000-06-06,15.083680152893066,15.198969841003418,14.949175834655762,14311877,14.883845901489257,14.516841506958007,14.133504613240559,14.452311436335245,10782.4892578125,-0.0201468900782638,10898.4291015625,2.75,4.75,3.75,1
2000-06-07,14.920353889465332,15.083680152893066,14.74742031097412,7450882,14.985684585571288,14.648463439941406,14.153039741516114,14.468323834737141,10688.8896484375,-0.0086807050892429,10898.5091796875,2.75,4.75,3.75,1
2000-06-08,14.949175834655762,15.07407283782959,14.814672470092772,6917595,15.031800079345704,14.725322914123534,14.176738071441651,14.472967433929444,10799.5888671875,0.0103564750307045,10883.3291015625,2.75,4.75,3.75,1
2000-06-09,14.987606048583984,15.083680152893066,14.833887100219728,7565188,14.989527320861816,14.776242351531982,14.19595292409261,14.476810423533122,10873.189453125,0.0068151285055972,10829.6693359375,3.25,5.25,4.25,1
2000-06-12,14.87231731414795,15.026036262512209,14.74742031097412,5286434,14.962626647949218,14.842533779144286,14.211324818929036,14.4806534131368,10791.2890625,-0.0075323244369168,10787.0892578125,3.25,5.25,4.25,1
2000-06-13,15.09328842163086,15.131717681884766,14.843494415283203,9721675,14.964548301696777,14.924197101593018,14.230219459533691,14.485457134246825,10805.9892578125,0.0013622279254461,10791.7892578125,3.25,5.25,4.25,1
2000-06-14,15.247007369995115,15.32386589050293,15.016427993774414,13022688,15.029878997802735,15.007781791687012,14.259362030029298,14.491701968510945,10880.689453125,0.0069128511541405,10830.14921875,3.25,5.25,4.25,1
2000-06-15,15.32386589050293,15.333474159240724,15.160539627075195,8911804,15.104817008972168,15.068308544158935,14.300673993428548,14.500989151000976,10875.9892578125,-0.0004319758718185,10845.429296875,3.25,5.25,4.25,1
2000-06-16,15.227791786193848,15.314258575439451,14.814672470092772,21951633,15.15285415649414,15.071190738677979,14.341985988616944,14.509155480066935,10723.7890625,-0.0139941472637232,10815.54921875,3.25,5.25,4.25,1
2000-06-19,14.372730255126951,14.372730255126951,14.372730255126951,0,15.05293674468994,15.00778169631958,14.363442643483479,14.502270158131918,10595.5888671875,-0.0119547479501255,10776.4091796875,3.25,5.25,4.25,1
2000-06-20,14.891531944274902,15.170146942138672,14.891531944274902,5481020,15.01258544921875,14.988566875457764,14.402192687988281,14.503711271286011,10563.3896484375,-0.0030389267792104,10727.8892578125,3.25,5.25,4.25,1
2000-06-21,14.766634941101074,14.968391418457031,14.75702667236328,6693045,14.916510963439942,14.973194980621338,14.4390212059021,14.507234001159668,10351.3896484375,-0.0200693155374949,10622.029296875,3.25,5.25,4.25,1
2000-06-22,14.564879417419434,14.843494415283203,14.564879417419434,8578725,14.764713668823243,14.934765338897705,14.46432081858317,14.509956121444702,10490.4892578125,0.013437771555242,10544.929296875,3.25,5.25,4.25,1
2000-06-23,14.6609525680542,14.766634941101074,14.36312198638916,5574946,14.651345825195312,14.902099990844727,14.495384883880615,14.508354886372883,10533.0888671875,0.0040607838517421,10506.7892578125,3.25,5.25,4.25,1
2000-06-26,14.891531944274902,14.920353889465332,14.55527114868164,10936867,14.755106163024902,14.904021453857421,14.53637663523356,14.509956137339275,10488.8896484375,-0.0041962257517534,10485.4494140625,3.25,5.25,4.25,1
2000-06-27,14.766634941101074,14.977997779846191,14.766634941101074,5010676,14.730126762390137,14.871356105804443,14.5700026512146,14.503391059239705,10528.189453125,0.0037468031416798,10478.409375,3.25,5.25,4.25,1
2000-06-28,14.75702667236328,14.88192367553711,14.63213062286377,5381187,14.728205108642578,14.82235803604126,14.599145221710206,14.498747460047404,10583.189453125,0.0052240701257209,10524.7693359375,3.25,5.25,4.25,1
2000-06-29,14.6609525680542,14.87231731414795,14.526449203491213,13539652,14.747419738769532,14.756066703796387,14.623484039306641,14.490901374816895,10366.3896484375,-0.0204852994125965,10499.9494140625,3.25,5.25,4.25,1
2000-06-30,15.035642623901367,15.035642623901367,14.622523307800291,9757447,14.822357749938964,14.736851787567138,14.669279479980469,14.487218523025513,10581.2890625,0.0207304009737749,10509.589453125,3.25,5.25,4.25,1
2000-07-03,15.122110366821287,15.122110366821287,14.75702667236328,5928882,14.868473434448243,14.811789798736573,14.730126635233562,14.484656540552775,10676.689453125,0.0090159516540473,10547.1494140625,3.25,5.25,4.25,1
2000-07-05,15.006820678710938,15.256613731384276,14.949175834655762,12962100,14.985684204101563,14.85694465637207,14.826201025644938,14.483695777257283,10757.5888671875,-0.0084156797800177,10646.1693359375,3.25,5.25,4.25,1
2000-07-06,15.083680152893066,15.275829315185549,14.891531944274902,13565018,15.070229721069335,14.908824729919434,14.85630432764689,14.482414786020914,10739.5888671875,-0.0016732373975457,10720.8091796875,3.25,5.25,4.25,1
2000-07-07,14.372730255126951,14.372730255126951,14.372730255126951,0,14.937647247314453,14.880002498626709,14.852781613667807,14.474728838602703,10896.689453125,0.0146281750521648,10783.8892578125,3.25,5.25,4.25,1
2000-07-10,15.083680152893066,15.160539627075195,14.91074562072754,4982375,14.929961204528809,14.899217319488525,14.881924184163411,14.4859375,10828.8896484375,-0.0062220553296631,10814.329296875,3.25,5.25,4.25,1
2000-07-11,14.891531944274902,15.035642623901367,14.718598365783691,6756736,14.887688636779785,14.911707019805908,14.902420075734456,14.49378358523051,10874.7890625,0.0042386076091487,10819.5091796875,3.25,5.25,4.25,1
2000-07-12,14.708990097045898,15.016427993774414,14.6609525680542,7657677,14.828122520446778,14.90690336227417,14.912347730000814,14.497146193186442,10878.689453125,0.0003586635660317,10843.729296875,3.25,5.25,4.25,1
2000-07-13,14.65134620666504,14.891531944274902,14.593701362609863,7010023,14.741655731201172,14.905942726135255,14.910105991363526,14.496345583597819,10848.189453125,-0.0028036465358645,10865.4494140625,3.25,5.25,4.25,1
2000-07-14,14.77624225616455,14.87231731414795,14.6609525680542,4756411,14.822358131408691,14.880002689361572,14.896015071868897,14.497626574834188,11002.5888671875,0.0142327357693796,10886.629296875,3.25,5.25,4.25,1
2000-07-17,14.680168151855469,14.87231731414795,14.622523307800291,6038450,14.741655731201172,14.83580846786499,14.885126654307047,14.497306330998738,10949.189453125,-0.0048533499440073,10910.6892578125,3.25,5.25,4.25,1
2000-07-18,14.74742031097412,14.87231731414795,14.65134620666504,5617574,14.712833404541016,14.8002610206604,14.87391799290975,14.503711303075155,10791.4892578125,-0.0144029104608734,10894.029296875,3.25,5.25,4.25,1
2000-07-19,14.949175834655762,15.09328842163086,14.708990097045898,8182450,14.760870552062988,14.794496536254883,14.874878724416098,14.513959232966105,10850.689453125,0.0054858225679688,10888.429296875,3.25,5.25,4.25,1
2000-07-20,15.122110366821287,15.122110366821287,14.85310173034668,6213613,14.855023384094238,14.798339557647704,14.880643208821615,14.528690640131632,10986.0888671875,0.0124784157400712,10916.0091796875,3.25,5.25,4.25,1
2000-07-21,14.929961204528809,15.131717681884766,14.805065155029297,7598170,14.88576717376709,14.85406265258789,14.878721714019775,14.537337319056194,10879.5888671875,-0.0096940777821383,10891.4091796875,3.25,5.25,4.25,1
2000-07-24,14.372730255126951,14.372730255126951,14.372730255126951,0,14.824279594421387,14.782967662811279,14.862068812052408,14.536696815490723,10831.4892578125,-0.004421087043102,10867.869140625,3.25,5.25,4.25,1
2000-07-25,15.006820678710938,15.131717681884766,14.891531944274902,6918120,14.87615966796875,14.794496536254883,14.859186553955078,14.544703006744385,10714.5888671875,-0.0107926424374822,10852.4890625,3.25,5.25,4.25,1
2000-07-26,14.88192367553711,15.083680152893066,14.843494415283203,8161574,14.862709236145019,14.811789894104004,14.847017097473145,14.553189563751221,10743.7890625,0.0027252744528465,10831.108984375,3.25,5.25,4.25,1
2000-07-27,14.372730255126951,14.372730255126951,14.372730255126951,0,14.712833213806153,14.783928298950196,14.815312576293945,14.557993284861247,10725.9892578125,-0.0016567529931901,10779.0890625,3.25,5.25,4.25,1
2000-07-28,14.805065155029297,14.968391418457031,14.737812042236328,6266739,14.68785400390625,14.78681058883667,14.80122168858846,14.571603838602702,10559.9892578125,-0.0154764279554998,10715.169140625,3.25,5.25,4.25,1
2000-07-31,14.987606048583984,14.987606048583984,14.74742031097412,6424718,14.810829162597656,14.817554378509522,14.821717548370362,14.592580095926921,10531.5888671875,-0.002689433666231,10655.1890625,3.25,5.25,4.25,1
2000-08-01,14.987606048583984,15.006820678710938,14.85310173034668,6669318,14.806986236572266,14.841572952270507,14.824920018513998,14.61355635325114,10548.9892578125,0.0016522094476374,10622.069140625,3.25,5.25,4.25,1
2000-08-02,15.083680152893066,15.09328842163086,14.862709045410156,7806258,14.847337532043458,14.855023384094238,14.835488192240398,14.637254699071248,10644.4892578125,0.0090530000236064,10602.2091796875,3.25,5.25,4.25,1
2000-08-03,15.035642623901367,15.064464569091797,14.891531944274902,6416727,14.97992000579834,14.846376609802245,14.851180299123127,14.657750558853149,10452.9892578125,-0.0179905296874106,10547.6091796875,3.25,5.25,4.25,1
2000-08-04,15.083680152893066,15.131717681884766,14.968391418457031,7047369,15.035643005371094,14.861748504638673,14.865271218617757,14.680328051249186,10583.3896484375,0.0124749377817967,10552.2892578125,3.25,5.25,4.25,1
2000-08-07,15.371904373168944,15.371904373168944,14.99721336364746,12672782,15.112502670288086,14.961665916442872,14.881283632914226,14.708830134073894,10707.689453125,0.0117448009396357,10587.509375,3.25,5.25,4.25,1
2000-08-08,15.68894863128662,15.861883163452148,15.3430814743042,19397591,15.252771186828614,15.029878711700437,14.912027422587077,14.741015036900839,10867.5888671875,0.0149331389150284,10651.229296875,3.25,5.25,4.25,1
2000-08-09,15.909919738769531,16.03481674194336,15.621697425842283,14661200,15.418019104003907,15.132678318023679,14.950457191467285,14.774801206588744,10951.8896484375,0.0077570823004291,10712.709375,3.25,5.25,4.25,1
2000-08-10,15.900313377380373,15.948349952697754,15.746594429016112,13929360,15.590953254699707,15.285436630249023,14.991769218444825,14.807626628875733,11110.587890625,0.0144904895211523,10844.2291015625,3.25,5.25,4.25,1
2000-08-11,15.996386528015137,16.00599479675293,15.785022735595703,5781988,15.773494529724122,15.404568767547607,15.023794015248617,14.846536747614543,11094.587890625,-0.0014400678125683,10946.46875,3.25,5.25,4.25,1
2000-08-14,16.102069854736328,16.159713745117188,15.948349952697754,7314279,15.919527626037597,15.516015148162841,15.056459331512452,14.893292983373007,11210.587890625,0.0104555483397468,11047.0484375,3.25,5.25,4.25,1
2000-08-15,16.284610748291016,16.313432693481445,16.09246253967285,6233865,16.038660049438477,15.645715618133545,15.095849863688152,14.937647342681885,11207.888671875,-0.0002407740589819,11115.1083984375,3.25,5.25,4.25,1
2000-08-16,16.323040008544922,16.467151641845703,16.226966857910156,12155808,16.121284103393556,15.76965160369873,15.139723841349284,14.98296243349711,11342.6884765625,0.0120272255224809,11193.2681640625,3.25,5.25,4.25,1
2000-08-17,16.20775032043457,16.342254638671875,15.314258575439451,8344340,16.182771492004395,15.88686237335205,15.177192846934,15.016748587290445,11155.48828125,-0.0165040409687098,11202.2482421875,3.25,5.25,4.25,1
2000-08-18,16.524795532226562,16.582441329956055,16.217357635498047,12148959,16.28845329284668,16.0309739112854,15.248928356170655,15.05085498491923,11065.4892578125,-0.0080676901959342,11196.428515625,3.25,5.25,4.25,1
2000-08-21,16.534404754638672,16.544010162353516,16.380685806274414,9240744,16.374920272827147,16.147223949432373,15.297285842895509,15.089605013529459,11093.48828125,0.0025303014430864,11173.00859375,3.25,5.25,4.25,1
2000-08-22,16.35186195373535,16.495973587036133,16.35186195373535,4505760,16.388370513916016,16.213515281677246,15.345963509877523,15.12419179280599,10934.5888671875,-0.0143236653822467,11118.3486328125,3.25,5.25,4.25,1
2000-08-23,16.284610748291016,16.486366271972656,16.03481674194336,6081647,16.380684661865235,16.250984382629394,15.39848419825236,15.155415964126586,10798.0888671875,-0.0124833225700519,11009.4287109375,3.25,5.25,4.25,1
2000-08-24,16.044424057006836,16.294218063354492,15.948349952697754,5956502,16.348019409179688,16.26539545059204,15.444920126597086,15.177513058980306,10720.0888671875,-0.0072235004693304,10922.348828125,3.25,5.25,4.25,1
2000-08-25,16.236572265625,16.323040008544922,16.015602111816406,4090553,16.290374755859375,16.28941402435303,15.493597793579102,15.194806432723999,10818.2890625,0.009160390042388,10872.9087890625,3.25,5.25,4.25,1
2000-08-28,16.30382537841797,16.313432693481445,16.111675262451172,3747533,16.244258880615234,16.30958957672119,15.547719701131184,15.216423177719117,10907.4892578125,0.0082453144667486,10835.708984375,3.25,5.25,4.25,1
2000-08-29,16.3326473236084,16.3326473236084,16.159713745117188,5142117,16.240415954589842,16.31439323425293,15.600560601552328,15.237239297231039,10840.5888671875,-0.0061334363063508,10816.908984375,3.25,5.25,4.25,1
2000-08-30,16.159713745117188,16.323040008544922,16.15010643005371,8412576,16.21543655395508,16.298060607910156,15.640911865234376,15.257895294825236,10869.5888671875,0.0026751314301547,10831.208984375,3.25,5.25,4.25,1
2000-08-31,16.054031372070312,16.226966857910156,15.9291353225708,8512028,16.217358016967772,16.282688713073732,15.671975898742676,15.276309553782145,10884.689453125,0.001389250883544,10864.1291015625,3.25,5.25,4.25,1
2000-09-01,16.188535690307617,16.236572265625,15.852275848388672,6230128,16.207750701904295,16.249062728881835,15.713928381601969,15.296325047810873,11170.087890625,0.0262201727232613,10934.4888671875,3.5,5.5,4.5,1
2000-09-05,16.236572265625,16.27500343322754,15.9291353225708,7425168,16.130891036987304,16.185653495788575,15.809682496388753,15.334434525171917,11188.1884765625,-0.0051661142708631,11071.7685546875,3.5,5.5,4.5,1
2000-09-06,16.35186195373535,16.409507751464844,16.15010643005371,8253669,16.16932067871094,16.19237861633301,15.85868043899536,15.352848768234253,11238.48828125,0.0044957952570132,11145.5484375,3.5,5.5,4.5,1
2000-09-07,16.236572265625,16.342254638671875,16.226966857910156,7397994,16.205828857421874,16.211593437194825,15.920808506011962,15.368060541152953,11282.48828125,0.0039151173092744,11225.108203125,3.5,5.5,4.5,1
2000-09-08,16.236572265625,16.35186195373535,16.159713745117188,6594423,16.21543617248535,16.211593437194825,15.968525409698486,15.384873549143473,11103.2880859375,-0.0158830384614985,11211.7482421875,3.5,5.5,4.5,1
2000-09-11,16.524795532226562,16.524795532226562,16.24618148803711,12483106,16.317274856567384,16.233690452575683,16.01976505915324,15.4207413037618,11229.7880859375,0.0113930215104671,11208.4482421875,3.5,5.5,4.5,1
2000-09-12,16.50558090209961,16.534404754638672,16.380685806274414,8464220,16.371076583862305,16.250983810424806,16.070364220937094,15.447642119725545,11311.7880859375,0.0073020077825587,11233.1681640625,3.5,5.5,4.5,1
2000-09-13,16.47675895690918,16.50558090209961,16.294218063354492,7069379,16.39605598449707,16.282688331604003,16.116800181070964,15.47614418665568,11212.48828125,-0.0087784357285606,11227.9681640625,3.5,5.5,4.5,1
2000-09-14,16.67851448059082,16.67851448059082,16.361469268798828,9996804,16.484444427490235,16.345136642456055,16.171562576293944,15.511371437708537,11451.587890625,0.0213244021645786,11261.7880859375,3.5,5.5,4.5,1
2000-09-15,16.764982223510742,16.764982223510742,16.380685806274414,29229659,16.59012641906738,16.402781295776368,16.22760597864787,15.546438598632813,11463.087890625,0.0010042275455455,11333.748046875,3.5,5.5,4.5,1
2000-09-18,16.24618148803711,16.630477905273438,16.24618148803711,8407327,16.534403610229493,16.425839233398438,16.256748549143474,15.56901609102885,11188.087890625,-0.0239900454941907,11325.4080078125,3.5,5.5,4.5,1
2000-09-19,16.169321060180664,16.284610748291016,16.054031372070312,11348101,16.467151641845703,16.419114112854004,16.272760963439943,15.59239419301351,11065.4892578125,-0.0109579611825565,11276.1482421875,3.5,5.5,4.5,1
2000-09-20,15.900313377380373,16.188535690307617,15.861883163452148,11191597,16.351862525939943,16.37395925521851,16.272440751393635,15.61144897143046,10901.2890625,-0.0148389457968676,11213.9083984375,3.5,5.5,4.5,1
2000-09-21,15.67934226989746,16.169321060180664,15.640912055969238,9459812,16.15202808380127,16.31823625564575,16.26507504781087,15.628422133127849,10803.3896484375,-0.0089805355587964,11084.26875,3.5,5.5,4.5,1
2000-09-22,16.140499114990234,16.140499114990234,15.419940948486328,2678951,16.027131462097167,16.308628940582274,16.269878800710043,15.646836407979329,11029.3896484375,0.0209193602521489,10997.5291015625,3.5,5.5,4.5,1
2000-09-25,16.294218063354492,16.30382537841797,16.015602111816406,10260148,16.036738777160643,16.28557119369507,16.276283740997314,15.666371536254882,11159.087890625,0.0117593308715748,10991.7291015625,3.5,5.5,4.5,1
2000-09-26,16.025209426879883,16.313432693481445,15.986780166625977,5073258,16.00791645050049,16.237534046173096,16.26763703028361,15.68174344698588,10955.9892578125,-0.0182002897372219,10969.8291015625,3.5,5.5,4.5,1
2000-09-27,16.03481674194336,16.17892837524414,15.9291353225708,5110551,16.034817123413085,16.193339824676514,16.258029588063557,15.69887671470642,10957.5888671875,0.0001460031894298,10981.0890625,3.5,5.5,4.5,1
2000-09-28,16.601655960083008,16.601655960083008,16.054031372070312,9771309,16.219279861450197,16.185653972625733,16.27115977605184,15.72417631149292,11023.0888671875,0.0059775924059479,11025.02890625,3.5,5.5,4.5,1
2000-09-29,16.44793701171875,16.755374908447266,16.390291213989258,7846656,16.2807674407959,16.153949451446532,16.268597825368246,15.75876309076945,10949.9892578125,-0.0066314995965056,11009.148828125,3.5,5.5,4.5,1
